record_id,date,employee_id,department,location,manager_id,shift_type,contract_type,employee_tenure_months,base_hourly_rate_usd,scheduled_hours,overtime_hours,ot_rate_multiplier,overtime_cost_usd,day_of_week,week_of_year,month,quarter,year,is_weekend,is_holiday_week,is_peak_season,team_size,absence_rate,workload_index,prior_week_overtime_hours
REC00896,2024-06-14,EMP2951,Manufacturing,Plant B,MGR005,Rotating,Full-time,52,29.18,38,0.49,1.5,21.45,4,24,6,2,2024,0,0,1,23,0.105,7.1,3.24
REC00897,2024-06-15,EMP1755,Manufacturing,Plant B,MGR002,Day,Full-time,148,19.94,36,0.96,1.75,33.5,5,24,6,2,2024,1,0,1,40,0.29,5.8,20
REC00898,2024-06-16,EMP1157,Warehouse,Distribution Center,MGR015,Rotating,Full-time,190,16.63,35,2.12,1.75,61.7,6,24,6,2,2024,1,0,1,17,0.012,2.7,13.95
REC00899,2024-06-17,EMP1872,Manufacturing,Plant A,MGR016,Day,Full-time,141,22.63,38,13.95,1.5,473.53,0,25,6,2,2024,0,0,1,32,0.136,6,0.3
REC00900,2024-06-18,EMP1777,Manufacturing,HQ,MGR004,Rotating,Full-time,88,28.1,39,7.83,1.5,330.03,1,25,6,2,2024,0,0,1,23,0.079,7.7,0.6
REC00901,2024-06-19,EMP1257,Manufacturing,Plant C,MGR016,Day,Full-time,171,30.8,36,5.37,1.5,248.09,2,25,6,2,2024,0,0,1,59,0.111,3.1,0.03
REC00902,2024-06-20,EMP3000,Manufacturing,Plant A,MGR012,Rotating,Full-time,84,22.67,37,10.32,1.5,350.93,3,25,6,2,2024,0,0,1,40,0.236,3.9,6.39
REC00903,2024-06-21,EMP2894,Manufacturing,Distribution Center,MGR014,Day,Full-time,106,32.8,38,6.62,1.5,325.7,4,25,6,2,2024,0,0,1,56,0.028,3.1,0.49
REC00904,2024-06-22,EMP1855,Customer Service,Distribution Center,MGR012,Split,Full-time,92,28.87,39,7.19,1.75,363.26,5,25,6,2,2024,1,0,1,10,0.006,4,0.96
REC00905,2024-06-23,EMP1635,Logistics,Plant B,MGR016,Day,Full-time,99,26.29,36,0.56,1.75,25.76,6,25,6,2,2024,1,0,1,22,0.177,9.3,2.12
REC00906,2024-06-24,EMP1456,Warehouse,Plant C,MGR016,Day,Full-time,21,18.66,36,5.27,2,196.68,0,26,6,2,2024,0,1,1,28,0.303,6.1,13.95
REC00907,2024-06-25,EMP1047,Warehouse,Plant A,MGR012,Night,Contract,6,34.12,38,10.76,2,734.26,1,26,6,2,2024,0,1,1,21,0.084,4.3,7.83
REC00908,2024-06-26,EMP2356,Logistics,Plant B,MGR002,Day,Full-time,199,32.54,39,5.31,2,345.57,2,26,6,2,2024,0,1,1,31,0.159,4.3,5.37
REC00909,2024-06-27,EMP1010,Manufacturing,Plant C,MGR014,Day,Part-time,221,29.97,23,0.09,2,5.39,3,26,6,2,2024,0,1,1,16,0.102,4.3,10.32
REC00910,2024-06-28,EMP1144,Logistics,HQ,MGR011,Split,Full-time,53,25.14,35,1.51,2,75.92,4,26,6,2,2024,0,1,1,11,0.37,7.3,6.62
REC00911,2024-06-29,EMP2455,Customer Service,HQ,MGR009,Split,Full-time,87,19.74,36,20,2,789.6,5,26,6,2,2024,1,1,1,7,0.12,7.5,7.19
REC00912,2024-06-30,EMP2835,Manufacturing,Plant B,MGR007,Day,Full-time,180,26.82,38,13.32,2,714.48,6,26,6,2,2024,1,1,1,45,0.107,4.9,0.56
REC00913,2024-07-01,EMP2176,Customer Service,Plant A,MGR012,Split,Full-time,197,30.39,35,4.08,1.5,185.99,0,27,7,3,2024,0,0,1,8,0.071,5,5.27
REC00914,2024-07-02,EMP1487,Logistics,Plant C,MGR017,Night,Contract,86,18.06,38,6.88,2,248.51,1,27,7,3,2024,0,0,1,10,0.166,6.1,10.76
REC00915,2024-07-03,EMP2160,Customer Service,HQ,MGR009,Day,Contract,137,25.07,31,0.48,1.5,18.05,2,27,7,3,2024,0,0,1,27,0.311,6.9,5.31
REC00916,2024-07-04,EMP2611,Logistics,HQ,MGR006,Rotating,Part-time,96,37.69,23,0.02,1.5,1.13,3,27,7,3,2024,0,0,1,24,0.4,4,0.09
REC00917,2024-07-05,EMP2897,Manufacturing,Plant A,MGR012,Night,Full-time,202,28.87,36,4.23,2,244.24,4,27,7,3,2024,0,0,1,19,0.147,7,1.51
REC00918,2024-07-06,EMP2050,Security,Plant B,MGR020,Split,Full-time,174,23.95,38,3.39,1.75,142.08,5,27,7,3,2024,1,0,1,17,0.166,5.3,20
REC00919,2024-07-07,EMP2031,Warehouse,Distribution Center,MGR010,Day,Full-time,235,31.45,38,11.4,1.75,627.43,6,27,7,3,2024,1,0,1,7,0.195,3.6,13.32
REC00920,2024-07-08,EMP1591,Manufacturing,Plant C,MGR009,Night,Contract,113,34.95,31,1.46,2,102.05,0,28,7,3,2024,0,0,1,20,0.212,7.1,4.08
REC00921,2024-07-09,EMP2039,Warehouse,HQ,MGR012,Day,Full-time,220,28.57,35,1.46,1.5,62.57,1,28,7,3,2024,0,0,1,13,0.079,4.7,6.88
REC00922,2024-07-10,EMP2456,Logistics,Distribution Center,MGR001,Day,Full-time,203,32.07,39,0.4,1.5,19.24,2,28,7,3,2024,0,0,1,31,0.123,4.4,0.48
REC00923,2024-07-11,EMP1899,Warehouse,Plant A,MGR002,Day,Full-time,71,36.52,39,2.32,1.5,127.09,3,28,7,3,2024,0,0,1,22,0.008,4.8,0.02
REC00924,2024-07-12,EMP2424,Warehouse,Plant B,MGR019,Split,Full-time,158,32.62,37,1.35,1.5,66.06,4,28,7,3,2024,0,0,1,28,0.289,6.9,4.23
REC00925,2024-07-13,EMP1207,Logistics,Plant C,MGR001,Rotating,Contract,43,25.23,33,2.69,1.75,118.77,5,28,7,3,2024,1,0,1,33,0.151,5.8,3.39
REC00926,2024-07-14,EMP2625,Manufacturing,Plant A,MGR016,Rotating,Full-time,237,19.79,38,2.95,1.75,102.17,6,28,7,3,2024,1,0,1,18,0.341,6.4,11.4
REC00927,2024-07-15,EMP2633,Manufacturing,Plant B,MGR016,Night,Full-time,187,19.53,37,1.92,2,75,0,29,7,3,2024,0,0,1,41,0.143,4.2,1.46
REC00928,2024-07-16,EMP1910,Customer Service,Plant A,MGR018,Day,Full-time,166,27.47,39,1.35,1.5,55.63,1,29,7,3,2024,0,0,1,6,0.363,2.3,1.46
REC00929,2024-07-17,EMP2240,Customer Service,HQ,MGR018,Day,Part-time,34,16.11,28,2.69,1.5,65,2,29,7,3,2024,0,0,1,16,0.239,6.2,0.4
REC00930,2024-07-18,EMP2526,Manufacturing,HQ,MGR013,Day,Full-time,46,28,36,3.22,1.5,135.24,3,29,7,3,2024,0,0,1,16,0.363,5.5,2.32
REC00931,2024-07-19,EMP2483,Manufacturing,Distribution Center,MGR012,Day,Part-time,220,29.27,27,0.37,1.5,16.24,4,29,7,3,2024,0,0,1,33,0.182,3.5,1.35
REC00932,2024-07-20,EMP1259,Warehouse,Plant A,MGR009,Rotating,Full-time,32,19.03,35,4.54,1.75,151.19,5,29,7,3,2024,1,0,1,19,0.313,4.6,2.69
REC00933,2024-07-21,EMP2353,Security,HQ,MGR005,Night,Contract,144,16.48,31,14.06,2,463.42,6,29,7,3,2024,1,0,1,11,0.305,6.6,2.95
REC00934,2024-07-22,EMP1454,Customer Service,Plant B,MGR009,Day,Part-time,167,25.12,25,0.37,1.5,13.94,0,30,7,3,2024,0,0,1,11,0.047,4.1,1.92
REC00935,2024-07-23,EMP1799,Manufacturing,Distribution Center,MGR013,Day,Full-time,1,33.62,38,16.18,1.5,815.96,1,30,7,3,2024,0,0,1,54,0.091,3.6,1.35
REC00936,2024-07-24,EMP1375,Manufacturing,Plant C,MGR016,Day,Full-time,226,26.26,39,2.07,1.5,81.54,2,30,7,3,2024,0,0,1,38,0.31,5.3,2.69
REC00937,2024-07-25,EMP1464,Manufacturing,Plant A,MGR010,Day,Full-time,233,31.44,36,0.08,1.5,3.77,3,30,7,3,2024,0,0,1,27,0.102,4.1,3.22
REC00938,2024-07-26,EMP1075,Warehouse,HQ,MGR016,Split,Full-time,185,31.26,36,1.33,1.5,62.36,4,30,7,3,2024,0,0,1,24,0.169,4.8,0.37
REC00939,2024-07-27,EMP1242,Manufacturing,Plant B,MGR014,Night,Part-time,215,25.4,27,0.79,2,40.13,5,30,7,3,2024,1,0,1,59,0.129,7,4.54
REC00940,2024-07-28,EMP2041,Customer Service,Plant A,MGR002,Rotating,Full-time,20,35.54,39,5.26,1.75,327.15,6,30,7,3,2024,1,0,1,28,0.232,3.4,14.06
REC00941,2024-07-29,EMP2713,Manufacturing,Plant B,MGR019,Night,Full-time,210,19.83,38,2.77,2,109.86,0,31,7,3,2024,0,0,1,28,0.285,2.9,0.37
REC00942,2024-07-30,EMP2283,Customer Service,Distribution Center,MGR011,Day,Full-time,210,18.07,37,5.76,1.5,156.12,1,31,7,3,2024,0,0,1,10,0.277,3.5,16.18
REC00943,2024-07-31,EMP1123,IT Support,HQ,MGR019,Day,Full-time,170,52.17,37,4.16,1.5,325.54,2,31,7,3,2024,0,0,1,20,0.035,6.3,2.07
REC00944,2024-08-01,EMP2335,Warehouse,HQ,MGR011,Rotating,Part-time,232,18.9,25,3.45,1.5,97.81,3,31,8,3,2024,0,0,1,9,0.4,4.3,0.08
REC00945,2024-08-02,EMP1111,Manufacturing,Distribution Center,MGR014,Rotating,Full-time,213,28.06,38,5.53,1.5,232.76,4,31,8,3,2024,0,0,1,52,0.188,5.9,1.33
REC00946,2024-08-03,EMP2280,Manufacturing,Plant B,MGR015,Day,Contract,72,25.62,37,7.88,1.75,353.3,5,31,8,3,2024,1,0,1,31,0.34,3.7,0.79
REC00947,2024-08-04,EMP1234,Manufacturing,Plant A,MGR007,Night,Contract,162,22.43,38,3.45,2,154.77,6,31,8,3,2024,1,0,1,41,0.101,4.1,5.26
REC00948,2024-08-05,EMP1968,Warehouse,Plant B,MGR015,Night,Full-time,178,28.6,36,0.89,2,50.91,0,32,8,3,2024,0,0,1,28,0.228,3.3,2.77
REC00949,2024-08-06,EMP1497,Warehouse,Plant A,MGR008,Night,Full-time,11,31.91,37,2.79,2,178.06,1,32,8,3,2024,0,0,1,5,0.169,5.8,5.76
REC00950,2024-08-07,EMP2892,Customer Service,Distribution Center,MGR004,Split,Part-time,107,25.62,23,0.35,1.5,13.45,2,32,8,3,2024,0,0,1,21,0.247,7.9,4.16
REC00951,2024-08-08,EMP2064,Customer Service,Plant C,MGR018,Night,Full-time,43,17.23,35,1.72,2,59.27,3,32,8,3,2024,0,0,1,16,0.029,5.9,3.45
REC00952,2024-08-09,EMP2146,IT Support,Plant A,MGR014,Night,Full-time,10,44.27,39,3.29,2,291.3,4,32,8,3,2024,0,0,1,9,0.049,4.5,5.53
REC00953,2024-08-10,EMP2474,Manufacturing,HQ,MGR018,Day,Full-time,8,23.87,39,6.52,1.75,272.36,5,32,8,3,2024,1,0,1,41,0.315,7.2,7.88
REC00954,2024-08-11,EMP1727,Warehouse,HQ,MGR004,Day,Full-time,239,39.46,38,0.88,1.75,60.77,6,32,8,3,2024,1,0,1,6,0.168,4.8,3.45
REC00955,2024-08-12,EMP2832,Logistics,HQ,MGR002,Day,Part-time,200,33.75,27,0.04,1.5,2.03,0,33,8,3,2024,0,0,1,35,0.109,4.8,0.89
REC00956,2024-08-13,EMP2822,Logistics,Plant B,MGR006,Day,Full-time,19,26.84,38,0.46,1.5,18.52,1,33,8,3,2024,0,0,1,14,0.148,6.7,2.79
REC00957,2024-08-14,EMP2817,Customer Service,Plant B,MGR011,Rotating,Full-time,193,17.52,37,0.15,1.5,3.94,2,33,8,3,2024,0,0,1,24,0.201,5.9,0.35
REC00958,2024-08-15,EMP2543,Manufacturing,Plant B,MGR001,Rotating,Contract,55,22.41,36,3.44,1.5,115.64,3,33,8,3,2024,0,0,1,36,0.052,2.1,1.72
REC00959,2024-08-16,EMP1092,Manufacturing,HQ,MGR015,Day,Part-time,180,20.99,20,2.77,1.5,87.21,4,33,8,3,2024,0,0,1,28,0.081,5.4,3.29
REC00960,2024-08-17,EMP2385,IT Support,Plant A,MGR012,Rotating,Full-time,3,41.76,38,1.57,1.75,114.74,5,33,8,3,2024,1,0,1,23,0.117,4.2,6.52
REC00961,2024-08-18,EMP2970,Manufacturing,HQ,MGR018,Day,Part-time,53,31.07,25,2.04,1.75,110.92,6,33,8,3,2024,1,0,1,36,0.4,4.4,0.88
REC00962,2024-08-19,EMP2147,Customer Service,Plant A,MGR005,Day,Full-time,44,37.85,37,1.77,1.5,100.49,0,34,8,3,2024,0,0,1,26,0.253,5.4,0.04
REC00963,2024-08-20,EMP1337,Manufacturing,Plant B,MGR011,Day,Part-time,96,24.89,24,0.51,1.5,19.04,1,34,8,3,2024,0,0,1,52,0.18,6.5,0.46
REC00964,2024-08-21,EMP2632,Logistics,Plant C,MGR019,Day,Full-time,48,21.13,36,1.18,1.5,37.4,2,34,8,3,2024,0,0,1,11,0.155,3.9,0.15
REC00965,2024-08-22,EMP1513,Manufacturing,Plant B,MGR001,Day,Full-time,54,25.59,39,2.91,1.5,111.7,3,34,8,3,2024,0,0,1,47,0.046,6.5,3.44
REC00966,2024-08-23,EMP1603,Logistics,Distribution Center,MGR017,Night,Part-time,144,34.52,23,0.63,2,43.5,4,34,8,3,2024,0,0,1,13,0.139,2.7,2.77
REC00967,2024-08-24,EMP1428,IT Support,Plant A,MGR008,Day,Full-time,158,45.62,39,8.68,1.75,692.97,5,34,8,3,2024,1,0,1,22,0.057,2.8,1.57
REC00968,2024-08-25,EMP2457,Manufacturing,Plant C,MGR016,Split,Contract,92,24.81,38,9.47,1.75,411.16,6,34,8,3,2024,1,0,1,29,0.014,5.9,2.04
REC00969,2024-08-26,EMP1007,Customer Service,Plant B,MGR011,Day,Full-time,156,21.43,35,1.69,1.5,54.33,0,35,8,3,2024,0,0,1,28,0.224,4.9,1.77
REC00970,2024-08-27,EMP1120,Logistics,Plant C,MGR019,Day,Contract,144,32.29,39,0.8,1.5,38.75,1,35,8,3,2024,0,0,1,19,0.136,7.4,0.51
REC00971,2024-08-28,EMP1387,IT Support,HQ,MGR011,Day,Contract,233,45.3,32,0.68,1.5,46.21,2,35,8,3,2024,0,0,1,13,0.195,4.7,1.18
REC00972,2024-08-29,EMP2374,Security,Plant A,MGR015,Night,Full-time,51,23.23,38,0.64,2,29.73,3,35,8,3,2024,0,0,1,6,0.113,6.1,2.91
REC00973,2024-08-30,EMP1641,IT Support,Distribution Center,MGR008,Day,Part-time,161,54.75,25,0.55,1.5,45.17,4,35,8,3,2024,0,0,1,12,0.115,8.1,0.63
REC00974,2024-08-31,EMP2715,Manufacturing,HQ,MGR014,Rotating,Full-time,153,26.44,38,5.53,1.75,255.87,5,35,8,3,2024,1,0,1,56,0.13,6.2,8.68
REC00975,2024-09-01,EMP2122,Manufacturing,Plant C,MGR001,Night,Contract,18,18.12,30,2.2,2,79.73,6,35,9,3,2024,1,0,0,39,0.194,2.1,9.47
REC00976,2024-09-02,EMP2958,Manufacturing,Plant B,MGR010,Night,Full-time,126,28.05,38,14.6,2,819.06,0,36,9,3,2024,0,1,0,47,0.1,6.9,1.69
REC00977,2024-09-03,EMP2067,Customer Service,Plant A,MGR007,Night,Part-time,154,25.23,22,13.7,2,691.3,1,36,9,3,2024,0,1,0,6,0.044,7.1,0.8
REC00978,2024-09-04,EMP1183,Manufacturing,Distribution Center,MGR018,Day,Full-time,6,22.26,36,6.11,2,272.02,2,36,9,3,2024,0,1,0,37,0.13,4.4,0.68
REC00979,2024-09-05,EMP1697,Logistics,Plant B,MGR012,Day,Full-time,166,22.86,38,7.53,2,344.27,3,36,9,3,2024,0,1,0,18,0.294,6.2,0.64
REC00980,2024-09-06,EMP1565,Customer Service,Distribution Center,MGR002,Day,Full-time,172,38.11,37,0.96,2,73.17,4,36,9,3,2024,0,1,0,5,0.024,6.8,0.55
REC00981,2024-09-07,EMP2764,Logistics,Plant A,MGR018,Night,Full-time,195,37.95,36,9.7,2,736.23,5,36,9,3,2024,1,1,0,25,0.129,5.1,5.53
REC00982,2024-09-08,EMP2697,Warehouse,Plant C,MGR007,Day,Part-time,171,29.27,22,0.38,2,22.25,6,36,9,3,2024,1,1,0,7,0.045,4.4,2.2
REC00983,2024-09-09,EMP2259,Manufacturing,Distribution Center,MGR020,Day,Full-time,134,33.95,36,12.9,1.5,656.93,0,37,9,3,2024,0,0,0,57,0.135,2.8,14.6
REC00984,2024-09-10,EMP3000,Manufacturing,Plant A,MGR012,Split,Full-time,78,24.11,38,4.44,1.5,160.57,1,37,9,3,2024,0,0,0,25,0.098,2.8,13.7
REC00985,2024-09-11,EMP1446,IT Support,Distribution Center,MGR020,Day,Full-time,192,47.94,39,0.86,1.5,61.84,2,37,9,3,2024,0,0,0,12,0.19,1.5,6.11
REC00986,2024-09-12,EMP2894,Logistics,Plant B,MGR014,Rotating,Full-time,82,24.77,38,6.23,1.5,231.48,3,37,9,3,2024,0,0,0,34,0.11,1.7,7.53
REC00987,2024-09-13,EMP2931,IT Support,Distribution Center,MGR010,Rotating,Full-time,80,49.52,35,0.04,1.5,2.97,4,37,9,3,2024,0,0,0,24,0.119,2.6,0.96
REC00988,2024-09-14,EMP1200,Logistics,Plant B,MGR009,Day,Part-time,88,38.2,21,2.48,1.75,165.79,5,37,9,3,2024,1,0,0,28,0.051,4.4,9.7
REC00989,2024-09-15,EMP1948,Manufacturing,Plant B,MGR015,Day,Contract,13,18.48,37,13.56,1.75,438.53,6,37,9,3,2024,1,0,0,47,0.302,5.7,0.38
REC00990,2024-09-16,EMP1513,Warehouse,Plant A,MGR020,Day,Full-time,65,17.11,39,0.99,1.5,25.41,0,38,9,3,2024,0,0,0,5,0.081,3.9,12.9
REC00991,2024-09-17,EMP2550,Warehouse,HQ,MGR010,Night,Full-time,166,29.19,37,4.66,2,272.05,1,38,9,3,2024,0,0,0,27,0.079,3,4.44
REC00992,2024-09-18,EMP1990,IT Support,Distribution Center,MGR019,Night,Full-time,64,39.12,39,1.31,2,102.49,2,38,9,3,2024,0,0,0,15,0.4,2.1,0.86
REC00993,2024-09-19,EMP1213,Manufacturing,Plant C,MGR019,Rotating,Full-time,14,25.84,37,2.39,1.5,92.64,3,38,9,3,2024,0,0,0,54,0.025,1,6.23
REC00994,2024-09-20,EMP2402,Customer Service,Plant B,MGR012,Split,Full-time,145,24.25,38,3.43,1.5,124.77,4,38,9,3,2024,0,0,0,6,0.04,4.2,0.04
REC00995,2024-09-21,EMP2813,Logistics,HQ,MGR012,Night,Part-time,121,31.46,26,16.45,2,1035.03,5,38,9,3,2024,1,0,0,21,0.243,3.8,2.48
REC00996,2024-09-22,EMP1546,Manufacturing,Plant B,MGR009,Day,Full-time,77,26.31,37,1.09,1.75,50.19,6,38,9,3,2024,1,0,0,34,0.168,4.8,13.56
REC00997,2024-09-23,EMP1486,Warehouse,HQ,MGR020,Day,Part-time,13,29.41,29,1.05,1.5,46.32,0,39,9,3,2024,0,0,0,15,0.128,3.1,0.99
REC00998,2024-09-24,EMP2385,Manufacturing,HQ,MGR004,Rotating,Full-time,73,28.71,38,3.21,1.5,138.24,1,39,9,3,2024,0,0,0,55,0.155,2.5,4.66
REC00999,2024-09-25,EMP2806,Security,Plant C,MGR001,Day,Full-time,134,21.91,36,2.62,1.5,86.11,2,39,9,3,2024,0,0,0,20,0.189,2.5,1.31
REC01000,2024-09-26,EMP1168,Logistics,HQ,MGR016,Day,Full-time,6,30.86,36,2.21,1.5,102.3,3,39,9,3,2024,0,0,0,31,0.104,2,2.39
REC01001,2024-09-27,EMP1890,Manufacturing,Plant C,MGR001,Rotating,Full-time,121,32.6,38,7.86,1.5,384.35,4,39,9,3,2024,0,0,0,57,0.047,1.1,3.43
REC01002,2024-09-28,EMP1931,Customer Service,Plant A,MGR013,Day,Full-time,94,39.6,36,5.48,1.75,379.76,5,39,9,3,2024,1,0,0,9,0.143,4.4,16.45
REC01003,2024-09-29,EMP2706,Warehouse,Plant B,MGR003,Split,Contract,165,32.06,39,2.53,1.75,141.95,6,39,9,3,2024,1,0,0,21,0.212,3.2,1.09
REC01004,2024-09-30,EMP2618,IT Support,Plant C,MGR012,Night,Full-time,57,31.56,35,0.12,2,7.57,0,40,9,3,2024,0,0,0,12,0.148,5.4,1.05
REC01005,2024-10-01,EMP2428,Warehouse,Plant B,MGR009,Day,Part-time,53,37.9,24,0.98,1.5,55.71,1,40,10,4,2024,0,0,1,23,0.028,5.5,3.21
REC01006,2024-10-02,EMP1828,IT Support,Distribution Center,MGR004,Split,Full-time,46,31.28,35,2.1,1.5,98.53,2,40,10,4,2024,0,0,1,25,0.23,2.6,2.62
REC01007,2024-10-03,EMP1137,IT Support,Plant A,MGR002,Day,Full-time,78,52.72,35,8.27,1.5,653.99,3,40,10,4,2024,0,0,1,27,0.203,4.9,2.21
REC01008,2024-10-04,EMP2257,Warehouse,Distribution Center,MGR009,Day,Full-time,132,28.27,38,3.81,1.5,161.56,4,40,10,4,2024,0,0,1,11,0.162,4.3,7.86
REC01009,2024-10-05,EMP1115,Manufacturing,Distribution Center,MGR020,Day,Full-time,34,24.69,37,6.35,1.75,274.37,5,40,10,4,2024,1,0,1,54,0.184,3.8,5.48
REC01010,2024-10-06,EMP2276,Logistics,HQ,MGR013,Day,Full-time,194,30.81,39,9.46,1.75,510.06,6,40,10,4,2024,1,0,1,10,0.319,2.3,2.53
REC01011,2024-10-07,EMP2517,Manufacturing,HQ,MGR014,Night,Full-time,191,24.64,38,1.2,2,59.14,0,41,10,4,2024,0,0,1,50,0.116,3.1,0.12
REC01012,2024-10-08,EMP2313,Security,Distribution Center,MGR003,Day,Full-time,189,24.21,39,0.61,1.5,22.15,1,41,10,4,2024,0,0,1,22,0.156,7.8,0.98
REC01013,2024-10-09,EMP2073,Security,HQ,MGR018,Day,Full-time,209,18.88,35,1.63,1.5,46.16,2,41,10,4,2024,0,0,1,7,0.192,3.5,2.1
REC01014,2024-10-10,EMP2476,Manufacturing,Plant B,MGR009,Day,Full-time,42,24.15,35,20,1.5,724.5,3,41,10,4,2024,0,0,1,48,0.13,5.2,8.27
REC01015,2024-10-11,EMP1516,IT Support,HQ,MGR015,Rotating,Full-time,78,42.69,37,7.89,1.5,505.24,4,41,10,4,2024,0,0,1,20,0.175,3.9,3.81
REC01016,2024-10-12,EMP2915,Warehouse,Distribution Center,MGR010,Rotating,Full-time,64,36.39,35,9.33,1.75,594.16,5,41,10,4,2024,1,0,1,14,0.043,2.4,6.35
REC01017,2024-10-13,EMP1688,Manufacturing,HQ,MGR017,Day,Contract,145,33.63,34,4.17,1.75,245.41,6,41,10,4,2024,1,0,1,36,0.145,4.6,9.46
REC01018,2024-10-14,EMP2020,Customer Service,HQ,MGR013,Day,Full-time,189,25.78,39,2.83,1.5,109.44,0,42,10,4,2024,0,0,1,17,0.034,6,1.2
REC01019,2024-10-15,EMP2296,Warehouse,Plant C,MGR001,Day,Part-time,118,26.35,20,1.65,1.5,65.22,1,42,10,4,2024,0,0,1,11,0.123,4.3,0.61
REC01020,2024-10-16,EMP2455,Manufacturing,Plant C,MGR011,Day,Full-time,30,29.43,38,6.28,1.5,277.23,2,42,10,4,2024,0,0,1,51,0.059,8.4,1.63
REC01021,2024-10-17,EMP2050,IT Support,Distribution Center,MGR005,Rotating,Part-time,171,28.13,28,2.05,1.5,86.5,3,42,10,4,2024,0,0,1,29,0.375,3.5,20
REC01022,2024-10-18,EMP2094,Manufacturing,Plant B,MGR009,Rotating,Full-time,93,24.32,39,0.86,1.5,31.37,4,42,10,4,2024,0,0,1,46,0.218,5.3,7.89
REC01023,2024-10-19,EMP1293,Warehouse,Plant A,MGR007,Day,Contract,7,19.56,30,1.65,1.75,56.48,5,42,10,4,2024,1,0,1,6,0.257,2.5,9.33
REC01024,2024-10-20,EMP2430,Security,Plant A,MGR007,Day,Full-time,201,22.95,36,5.42,1.75,217.68,6,42,10,4,2024,1,0,1,12,0.071,5.4,4.17
REC01025,2024-10-21,EMP2258,Security,Distribution Center,MGR002,Day,Part-time,174,15.29,28,4.57,1.5,104.81,0,43,10,4,2024,0,0,1,12,0.255,7,2.83
REC01026,2024-10-22,EMP1231,Logistics,Plant B,MGR019,Night,Full-time,23,18.75,37,0.64,2,24,1,43,10,4,2024,0,0,1,26,0.059,5.8,1.65
REC01027,2024-10-23,EMP2287,Warehouse,Plant B,MGR020,Day,Full-time,36,18.2,39,7.52,1.5,205.3,2,43,10,4,2024,0,0,1,6,0.18,1.3,6.28
REC01028,2024-10-24,EMP1938,Warehouse,Plant B,MGR018,Split,Full-time,142,37.65,39,7.91,1.5,446.72,3,43,10,4,2024,0,0,1,19,0.364,6,2.05
REC01029,2024-10-25,EMP2822,Logistics,Plant C,MGR010,Rotating,Full-time,148,33.88,38,7.55,1.5,383.69,4,43,10,4,2024,0,0,1,21,0.15,3.9,0.86
REC01030,2024-10-26,EMP2610,Warehouse,Distribution Center,MGR005,Day,Full-time,184,17.27,37,7.85,1.75,237.25,5,43,10,4,2024,1,0,1,24,0.214,3.7,1.65
REC01031,2024-10-27,EMP2145,Manufacturing,Plant A,MGR016,Night,Full-time,116,19.72,35,2.88,2,113.59,6,43,10,4,2024,1,0,1,37,0.272,5.8,5.42
REC01032,2024-10-28,EMP2487,Customer Service,Plant B,MGR005,Split,Full-time,81,32.44,37,8.82,1.5,429.18,0,44,10,4,2024,0,0,1,26,0.318,6.1,4.57
REC01033,2024-10-29,EMP1518,Manufacturing,Distribution Center,MGR015,Night,Contract,160,32.83,31,2.28,2,149.7,1,44,10,4,2024,0,0,1,18,0.131,5.2,0.64
REC01034,2024-10-30,EMP2048,Manufacturing,Plant A,MGR016,Day,Full-time,25,23.24,39,1.13,1.5,39.39,2,44,10,4,2024,0,0,1,42,0.264,5.3,7.52
REC01035,2024-10-31,EMP1706,Manufacturing,Plant C,MGR004,Day,Part-time,115,22.2,25,5.7,1.5,189.81,3,44,10,4,2024,0,0,1,58,0.181,6.7,7.91
REC01036,2024-11-01,EMP2704,IT Support,HQ,MGR014,Rotating,Full-time,94,48.74,36,1.71,1.5,125.02,4,44,11,4,2024,0,0,1,26,0.334,6.9,7.55
REC01037,2024-11-02,EMP1377,Logistics,Plant A,MGR017,Night,Full-time,49,32.67,38,20,2,1306.8,5,44,11,4,2024,1,0,1,37,0.39,5.1,7.85
REC01038,2024-11-03,EMP2524,IT Support,Plant A,MGR017,Night,Contract,185,51.62,35,3.79,2,391.28,6,44,11,4,2024,1,0,1,6,0.124,6.5,2.88
REC01039,2024-11-04,EMP2935,Manufacturing,Plant A,MGR016,Rotating,Contract,27,33.57,39,1.2,1.5,60.43,0,45,11,4,2024,0,0,1,55,0.152,6.2,8.82
REC01040,2024-11-05,EMP1437,Logistics,HQ,MGR009,Rotating,Part-time,155,29.53,26,18.57,1.5,822.56,1,45,11,4,2024,0,0,1,27,0.135,8.9,2.28
REC01041,2024-11-06,EMP1853,Customer Service,Plant B,MGR002,Split,Full-time,174,19.4,38,2.54,1.5,73.91,2,45,11,4,2024,0,0,1,24,0.019,3.6,1.13
REC01042,2024-11-07,EMP2746,Warehouse,HQ,MGR011,Day,Full-time,95,16.06,37,3.33,1.5,80.22,3,45,11,4,2024,0,0,1,29,0.122,7.4,5.7
REC01043,2024-11-08,EMP2669,Logistics,Plant A,MGR015,Night,Full-time,173,17.9,38,3.1,2,110.98,4,45,11,4,2024,0,0,1,33,0.069,4.7,1.71
REC01044,2024-11-09,EMP2881,Customer Service,Plant C,MGR003,Rotating,Full-time,154,28.58,35,11.39,1.75,569.67,5,45,11,4,2024,1,0,1,27,0.136,8.6,20
